tender_id,feature,label,text,contribution,value,direction
T00909,days_to_payment,Paid unusually fast,Paid 15 days after invoice. The company normally takes 34.,0.26178622245788574,15.0,up
T00909,amount_vs_cat_median,Expensive for what it is,It cost 2.5x the median price in its category.,0.09021131694316864,2.5043581081936,up
T00910,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.09275826066732407,1.0,up
T00910,days_reg_to_first_award,"Registered, then paid, almost at once",Only -109 days between this vendor appearing in the master file and its first award.,0.057637013494968414,-109.0,up
T00910,vendor_n_buyers,Serves almost nobody else,This vendor works with just 7 buyers. Most work with 10.,0.026944417506456375,7.0,up
T00911,amount_z_in_category,Priced above its peers,The price sits 2.1 standard deviations above what this category normally costs.,0.7487934827804565,2.0633592058905617,up
T00911,amount_vs_cat_median,Expensive for what it is,It cost 4.3x the median price in its category.,0.21112611889839172,4.284658223258344,up
T00911,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.12 or more. That is a closed group, not a market.",0.16390268504619598,0.11904761904761904,up
T00912,g_identity_component_size,Part of a tangle of shared identities,"This vendor sits in a cluster of 2 entities all sharing bank accounts, addresses or phone numbers.",0.21965235471725464,2.0,up
T00913,days_to_payment,Paid unusually fast,Paid 19 days after invoice. The company normally takes 34.,0.012683913111686707,19.0,up
T00915,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 57% of all its work from this one buyer. A typical vendor gets 10%.,2.9296865463256836,0.5714285714285714,up
T00915,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 8 tenders. The usual buyer-vendor pair has done 1.,1.7606358528137207,8.0,up
T00915,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.1635684072971344,2.0,up
T00916,days_to_payment,Paid unusually fast,Paid 20 days after invoice. The company normally takes 34.,0.012879833579063416,20.0,up
T00916,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.11 or more. That is a closed group, not a market.",0.006986688822507858,0.11363636363636363,up
T00917,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.17 or more. That is a closed group, not a market.",0.18123532831668854,0.1724137931034483,up
T00917,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.12732896208763123,2.0,up
T00918,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 17% of all its work from this one buyer. A typical vendor gets 10%.,0.07917386293411255,0.16666666666666666,up
T00918,is_round,A suspiciously round number,"The amount is a round figure. Real invoices come from quantities times prices, and they come out messy. Invented ones come out round.",0.07007735222578049,1.0,up
T00918,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.03833077847957611,1.0,up
T00921,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 17% of all its work from this one buyer. A typical vendor gets 10%.,0.05208766832947731,0.16666666666666666,up
T00921,days_to_payment,Paid unusually fast,Paid 13 days after invoice. The company normally takes 34.,0.012879833579063416,13.0,up
T00922,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.23 or more. That is a closed group, not a market.",0.16856242716312408,0.225,up
T00922,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.09681284427642822,2.0,up
T00925,days_to_payment,Paid unusually fast,Paid 22 days after invoice. The company normally takes 34.,0.2556266486644745,22.0,up
T00925,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.17138579487800598,2.0,up
T00928,amount_z_in_category,Priced above its peers,The price sits 1.1 standard deviations above what this category normally costs.,0.27382150292396545,1.0947982447347329,up
T00928,amount_vs_cat_median,Expensive for what it is,It cost 3.4x the median price in its category.,0.0781296119093895,3.3532718406688864,up
T00929,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.15887197852134705,1.0,up
T00930,days_to_payment,Paid unusually fast,Paid 20 days after invoice. The company normally takes 34.,0.18706628680229187,20.0,up
T00930,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.09480241686105728,2.0,up
T00932,amount_vs_cat_median,Expensive for what it is,It cost 2.4x the median price in its category.,0.17834728956222534,2.4089735443083105,up
T00932,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.10241755843162537,2.0,up
T00932,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.25 or more. That is a closed group, not a market.",0.01901760883629322,0.25,up
T00933,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 33% of all its work from this one buyer. A typical vendor gets 10%.,1.2822870016098022,0.3333333333333333,up
T00933,days_to_payment,Paid unusually fast,Paid 12 days after invoice. The company normally takes 34.,0.2449076920747757,12.0,up
T00935,amount_z_in_category,Priced above its peers,The price sits 1.4 standard deviations above what this category normally costs.,0.3871278464794159,1.4238017528380387,up
T00935,days_to_payment,Paid unusually fast,Paid 15 days after invoice. The company normally takes 34.,0.3434268832206726,15.0,up
T00935,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.1726025640964508,2.0,up
T00935,amount_vs_cat_median,Expensive for what it is,It cost 4.5x the median price in its category.,0.16128526628017426,4.473986783370343,up
T00936,amount_over_limit,Sitting under the ceiling,"The award is 91% of the approver's limit — just under the ceiling, where a splitter would put it.",0.5368229150772095,0.9068916,up
T00936,headroom_to_limit,Barely under the limit,It clears the approval limit by only 9%. A little more and a director would have had to sign.,0.1446933001279831,0.09310839999999997,up
T00936,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.09275826066732407,1.0,up
T00936,vendor_n_buyers,Serves almost nobody else,This vendor works with just 7 buyers. Most work with 10.,0.01723625510931015,7.0,up
T00937,amount_over_limit,Sitting under the ceiling,"The award is 86% of the approver's limit — just under the ceiling, where a splitter would put it.",0.3476652204990387,0.8641164,up
T00937,amount_vs_cat_median,Expensive for what it is,It cost 2.0x the median price in its category.,0.2073490023612976,2.007568256257588,up
T00937,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.15 or more. That is a closed group, not a market.",0.16856242716312408,0.15,up
T00937,headroom_to_limit,Barely under the limit,It clears the approval limit by only 14%. A little more and a director would have had to sign.,0.16249306499958038,0.1358836,up
T00937,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.12854066491127014,2.0,up
T00938,days_to_payment,Paid unusually fast,Paid 11 days after invoice. The company normally takes 34.,0.2449076920747757,11.0,up
T00942,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 55% of all its work from this one buyer. A typical vendor gets 10%.,2.9276444911956787,0.5454545454545454,up
T00942,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 6 tenders. The usual buyer-vendor pair has done 1.,1.5841286182403564,6.0,up
T00942,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.15015220642089844,1.0,up
T00942,days_to_payment,Paid unusually fast,Paid 17 days after invoice. The company normally takes 34.,0.04750889912247658,17.0,up
T00942,vendor_n_buyers,Serves almost nobody else,This vendor works with just 6 buyers. Most work with 10.,0.01257789134979248,6.0,up
T00943,days_to_payment,Paid unusually fast,Paid 20 days after invoice. The company normally takes 34.,0.16346989572048187,20.0,up
T00943,amount_vs_cat_median,Expensive for what it is,It cost 2.1x the median price in its category.,0.14401933550834656,2.0997362148059646,up
T00943,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.11 or more. That is a closed group, not a market.",0.0629686713218689,0.11428571428571428,up
T00944,amount_vs_cat_median,Expensive for what it is,It cost 2.7x the median price in its category.,0.09903921186923981,2.6754311045620214,up
T00944,is_round,A suspiciously round number,"The amount is a round figure. Real invoices come from quantities times prices, and they come out messy. Invented ones come out round.",0.07007735222578049,1.0,up
T00945,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.147799551486969,1.0,up
T00946,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 3 tenders. The usual buyer-vendor pair has done 1.,1.1688817739486694,3.0,up
T00946,amount_z_in_category,Priced above its peers,The price sits 1.0 standard deviations above what this category normally costs.,0.7023618817329407,1.0492943588220576,up
T00946,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 30% of all its work from this one buyer. A typical vendor gets 10%.,0.5279384255409241,0.3,up
T00946,amount_vs_cat_median,Expensive for what it is,It cost 3.3x the median price in its category.,0.11646173894405365,3.275824239770317,up
T00947,amount_z_in_category,Priced above its peers,The price sits 1.3 standard deviations above what this category normally costs.,0.9938252568244934,1.2601096448271911,up
T00947,days_to_payment,Paid unusually fast,Paid 22 days after invoice. The company normally takes 34.,0.04429959878325462,22.0,up
T00948,amount_vs_cat_median,Expensive for what it is,It cost 2.0x the median price in its category.,0.17457017302513123,1.9876057695449054,up
T00948,headroom_to_limit,Barely under the limit,It clears the approval limit by only 3%. A little more and a director would have had to sign.,0.061141237616539,0.02658199999999997,up
T00951,days_to_payment,Paid unusually fast,Paid 11 days after invoice. The company normally takes 34.,0.26011940836906433,11.0,up
T00952,days_reg_to_first_award,"Registered, then paid, almost at once",Only -18 days between this vendor appearing in the master file and its first award.,0.1442285031080246,-18.0,up
T00952,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.09424962848424911,1.0,up
T00953,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.7575165629386902,2.0,up
T00953,amount_z_in_category,Priced above its peers,The price sits 1.4 standard deviations above what this category normally costs.,0.2782106399536133,1.3678373849936063,up
T00953,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 18% of all its work from this one buyer. A typical vendor gets 10%.,0.15270933508872986,0.18181818181818182,up
T00953,amount_vs_cat_median,Expensive for what it is,It cost 3.3x the median price in its category.,0.0878872349858284,3.322723870796793,up
T00953,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.06649278104305267,1.0,up
T00954,days_to_payment,Paid unusually fast,Paid 13 days after invoice. The company normally takes 34.,0.148954838514328,13.0,up
T00955,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 3 tenders. The usual buyer-vendor pair has done 1.,1.3208024501800537,3.0,up
T00955,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 30% of all its work from this one buyer. A typical vendor gets 10%.,0.08609535545110703,0.3,up
T00956,amount_vs_cat_median,Expensive for what it is,It cost 3.4x the median price in its category.,0.09910015761852264,3.3554059550294593,up
T00956,bid_cv,The bids were suspiciously alike,The spread across bids is unusually tight (0.07 against a normal 0.08). Independent firms pricing independently do not land this close together.,0.017193809151649475,0.07363123263857302,up
T00957,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.09378683567047119,1.0,up
T00958,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.16 or more. That is a closed group, not a market.",0.15020869672298431,0.16326530612244897,up
T00958,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.08811575174331665,2.0,up
T00959,days_reg_to_first_award,"Registered, then paid, almost at once",Only 88 days between this vendor appearing in the master file and its first award.,0.08730892837047577,88.0,up
T00960,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.25466376543045044,2.0,up
T00960,bid_cv,The bids were suspiciously alike,The spread across bids is unusually tight (0.06 against a normal 0.08). Independent firms pricing independently do not land this close together.,0.017322219908237457,0.05677747905686789,up
T00961,days_to_payment,Paid unusually fast,Paid 16 days after invoice. The company normally takes 34.,0.22001931071281433,16.0,up
T00961,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 25% of all its work from this one buyer. A typical vendor gets 10%.,0.10422298312187195,0.25,up
T00964,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.49390608072280884,2.0,up
T00964,amount_z_in_category,Priced above its peers,The price sits 1.5 standard deviations above what this category normally costs.,0.17028111219406128,1.5451173257520947,up
T00964,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.08416267484426498,1.0,up
T00968,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.12 or more. That is a closed group, not a market.",0.14673000574111938,0.12121212121212122,up
T00968,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.12795208394527435,2.0,up
T00969,days_reg_to_first_award,"Registered, then paid, almost at once",Only -136 days between this vendor appearing in the master file and its first award.,0.5219719409942627,-136.0,up
T00970,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.147799551486969,1.0,up
T00971,vendor_age_days,A brand-new supplier,This vendor was registered only 97 days before winning this. Legitimate suppliers build a track record first.,0.20960351824760437,97.0,up
T00971,days_to_payment,Paid unusually fast,Paid 16 days after invoice. The company normally takes 34.,0.15266834199428558,16.0,up
T00972,days_to_payment,Paid unusually fast,Paid 14 days after invoice. The company normally takes 34.,0.04429959878325462,14.0,up
T00974,amount_vs_cat_median,Expensive for what it is,It cost 1.9x the median price in its category.,0.059533387422561646,1.9316725600096998,up
T00975,amount_vs_cat_median,Expensive for what it is,It cost 3.3x the median price in its category.,0.040599722415208817,3.3020676966390408,up
T00975,days_to_payment,Paid unusually fast,Paid 11 days after invoice. The company normally takes 34.,0.01050929632037878,11.0,up
T00978,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.12 or more. That is a closed group, not a market.",0.17818500101566315,0.125,up
T00978,days_to_payment,Paid unusually fast,Paid 11 days after invoice. The company normally takes 34.,0.16968560218811035,11.0,up
T00979,amount_vs_cat_median,Expensive for what it is,It cost 4.7x the median price in its category.,0.3753509521484375,4.738020723244343,up
T00979,amount_z_in_category,Priced above its peers,The price sits 1.4 standard deviations above what this category normally costs.,0.23855459690093994,1.4415169169292474,up
T00981,days_to_payment,Paid unusually fast,Paid 24 days after invoice. The company normally takes 34.,0.16833941638469696,24.0,up
T00981,amount_vs_cat_median,Expensive for what it is,It cost 2.8x the median price in its category.,0.10088455677032471,2.8116694630989425,up
T00982,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.007750965654850006,1.0,up
T00985,bid_cv,The bids were suspiciously alike,The spread across bids is unusually tight (0.05 against a normal 0.08). Independent firms pricing independently do not land this close together.,0.009775751270353794,0.0475954379236023,up
T00986,days_to_payment,Paid unusually fast,Paid 23 days after invoice. The company normally takes 34.,0.14294442534446716,23.0,up
T00987,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.09989213943481445,2.0,up
T00988,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.20746637880802155,2.0,up
T00988,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.09268955886363983,1.0,up
T00988,vendor_n_buyers,Serves almost nobody else,This vendor works with just 7 buyers. Most work with 10.,0.033070411533117294,7.0,up
T00989,g_cobid_mean_affinity,These firms always bid together,The bidders here meet each other far more often than chance allows (affinity 0.29; honest rivals sit near 0.16).,1.1240042448043823,0.2894736842105263,up
T00989,g_jaccard_mean,"The same names, tender after tender",These firms turn up on the same tenders far more than rivals should (16% overlap against a normal 8%).,0.20991963148117065,0.15714285714285714,up
T00989,is_round,A suspiciously round number,"The amount is a round figure. Real invoices come from quantities times prices, and they come out messy. Invented ones come out round.",0.07007735222578049,1.0,up
T00991,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 17% of all its work from this one buyer. A typical vendor gets 10%.,0.07067455351352692,0.16666666666666666,up
T00991,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.01575772650539875,2.0,up
T00993,days_to_payment,Paid unusually fast,Paid 21 days after invoice. The company normally takes 34.,0.08822466433048248,21.0,up
T00994,amount_vs_cat_median,Expensive for what it is,It cost 7.3x the median price in its category.,0.5116257071495056,7.267798954009517,up
T00994,amount_z_in_category,Priced above its peers,The price sits 3.5 standard deviations above what this category normally costs.,0.22049367427825928,3.505336563361974,up
T00994,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.06454786658287048,2.0,up
T00995,rule_round_near_threshold,Round-number rule fired,"An audit rule written by a human, not a model, flagged this.",1.70924711227417,1.0,up
T00995,amount_over_limit,Sitting under the ceiling,"The award is 88% of the approver's limit — just under the ceiling, where a splitter would put it.",0.7303000092506409,0.88,up
T00995,amount_z_in_category,Priced above its peers,The price sits 2.1 standard deviations above what this category normally costs.,0.36727502942085266,2.122652385508711,up
T00995,days_reg_to_first_award,"Registered, then paid, almost at once",Only -114 days between this vendor appearing in the master file and its first award.,0.34039005637168884,-114.0,up
T00995,vendor_age_days,A brand-new supplier,This vendor was registered only -45 days before winning this. Legitimate suppliers build a track record first.,0.279193639755249,-45.0,up
T00996,days_to_payment,Paid unusually fast,Paid 15 days after invoice. The company normally takes 34.,0.25745755434036255,15.0,up
T00996,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 25% of all its work from this one buyer. A typical vendor gets 10%.,0.1165156215429306,0.25,up
T00996,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.04265163838863373,1.0,up
T00997,rule_round_near_threshold,Round-number rule fired,"An audit rule written by a human, not a model, flagged this.",2.7449088096618652,1.0,up
T00997,amount_z_in_category,Priced above its peers,The price sits 3.4 standard deviations above what this category normally costs.,0.9908848404884338,3.4109478807246068,up
T00997,amount_over_limit,Sitting under the ceiling,"The award is 96% of the approver's limit — just under the ceiling, where a splitter would put it.",0.28401675820350647,0.96,up
T00997,headroom_to_limit,Barely under the limit,It clears the approval limit by only 4%. A little more and a director would have had to sign.,0.1643778383731842,0.04,up
T00997,amount_vs_cat_median,Expensive for what it is,It cost 10.2x the median price in its category.,0.12916523218154907,10.167143604548949,up
T00998,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.12 or more. That is a closed group, not a market.",0.15020869672298431,0.12195121951219512,up
T01000,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.12010514736175537,1.0,up
T01000,amount_vs_cat_median,Expensive for what it is,It cost 2.6x the median price in its category.,0.0414387471973896,2.606890504535872,up
T01000,days_to_payment,Paid unusually fast,Paid 24 days after invoice. The company normally takes 34.,0.012575507164001465,24.0,up
T01003,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.07053528726100922,2.0,up
T01004,amount_vs_cat_median,Expensive for what it is,It cost 1.9x the median price in its category.,0.08044297993183136,1.881070545118338,up
T01005,days_to_payment,Paid unusually fast,Paid 11 days after invoice. The company normally takes 34.,0.10817183554172516,11.0,up
T01007,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.11113394796848297,2.0,up
T01007,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 17% of all its work from this one buyer. A typical vendor gets 10%.,0.04732092097401619,0.16666666666666666,up
T01010,amount_vs_cat_median,Expensive for what it is,It cost 2.6x the median price in its category.,0.1294853836297989,2.5945440883400313,up
T01010,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 20% of all its work from this one buyer. A typical vendor gets 10%.,0.12209387868642807,0.2,up
T01011,days_to_payment,Paid unusually fast,Paid 21 days after invoice. The company normally takes 34.,0.18263205885887146,21.0,up
T01011,bid_cv,The bids were suspiciously alike,The spread across bids is unusually tight (0.08 against a normal 0.08). Independent firms pricing independently do not land this close together.,0.017193809151649475,0.08105180061992305,up
T01012,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.12 or more. That is a closed group, not a market.",0.005505990236997604,0.11904761904761904,up
T01013,amount_vs_cat_median,Expensive for what it is,It cost 2.0x the median price in its category.,0.18824556469917297,2.041883106275932,up
T01014,days_to_payment,Paid unusually fast,Paid 12 days after invoice. The company normally takes 34.,0.148954838514328,12.0,up
T01015,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.2165253460407257,2.0,up
T01016,amount_z_in_category,Priced above its peers,The price sits 2.8 standard deviations above what this category normally costs.,0.7223705053329468,2.7734363566234035,up
T01016,amount_vs_cat_median,Expensive for what it is,It cost 8.3x the median price in its category.,0.2952207922935486,8.342361031845806,up
T01016,days_to_payment,Paid unusually fast,Paid 22 days after invoice. The company normally takes 34.,0.12125769257545471,22.0,up
T01017,bid_cv,The bids were suspiciously alike,The spread across bids is unusually tight (0.02 against a normal 0.08). Independent firms pricing independently do not land this close together.,0.032570045441389084,0.016593070474632637,up
T01018,rule_duplicate_invoice,Duplicate invoice rule fired,"An audit rule written by a human, not a model, flagged this.",0.6347452402114868,1.0,up
T01018,amount_over_limit,Sitting under the ceiling,"The award is 82% of the approver's limit — just under the ceiling, where a splitter would put it.",0.2640349566936493,0.8214436,up
T01018,days_to_payment,Paid unusually fast,Paid 18 days after invoice. The company normally takes 34.,0.17128288745880127,18.0,up
T01018,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.13024982810020447,1.0,up
T01018,amount_vs_cat_median,Expensive for what it is,It cost 1.9x the median price in its category.,0.11498614400625229,1.9084281882232021,up
T01019,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 3 tenders. The usual buyer-vendor pair has done 1.,1.670177698135376,3.0,up
T01019,amount_vs_cat_median,Expensive for what it is,It cost 2.3x the median price in its category.,0.10443918406963348,2.2638263192447874,up
T01019,is_round,A suspiciously round number,"The amount is a round figure. Real invoices come from quantities times prices, and they come out messy. Invented ones come out round.",0.07007735222578049,1.0,up
T01020,bid_cv,The bids were suspiciously alike,The spread across bids is unusually tight (0.07 against a normal 0.08). Independent firms pricing independently do not land this close together.,0.009775751270353794,0.06699815552950168,up
T01021,days_reg_to_first_award,"Registered, then paid, almost at once",Only -128 days between this vendor appearing in the master file and its first award.,0.2217627763748169,-128.0,up
T01022,vendor_age_days,A brand-new supplier,This vendor was registered only 95 days before winning this. Legitimate suppliers build a track record first.,0.14964818954467773,95.0,up
T01022,n_bidders,Thin competition,Only 1 company bid. Nobody else was asked.,0.09378683567047119,1.0,up
T01023,days_to_payment,Paid unusually fast,Paid 10 days after invoice. The company normally takes 34.,0.796515941619873,10.0,up
T01024,days_to_payment,Paid unusually fast,Paid 16 days after invoice. The company normally takes 34.,0.2449076920747757,16.0,up
T01024,is_round,A suspiciously round number,"The amount is a round figure. Real invoices come from quantities times prices, and they come out messy. Invented ones come out round.",0.07007735222578049,1.0,up
T01026,g_cobid_mean_affinity,These firms always bid together,The bidders here meet each other far more often than chance allows (affinity 0.50; honest rivals sit near 0.16).,1.5776971578598022,0.5041627762215998,up
T01026,g_bidders_in_ring,Most of the bidders were in on it,100% of the companies that bid on this tender belong to the same suspected ring.,0.8443176746368408,1.0,up
T01026,amount_z_in_category,Priced above its peers,The price sits 1.2 standard deviations above what this category normally costs.,0.29605045914649963,1.2341330403012665,up
T01026,g_jaccard_mean,"The same names, tender after tender",These firms turn up on the same tenders far more than rivals should (32% overlap against a normal 8%).,0.22128722071647644,0.32124833149924,up
T01026,amount_vs_cat_median,Expensive for what it is,It cost 3.1x the median price in its category.,0.12364496290683746,3.137805442116787,up
T01028,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.16549202799797058,2.0,up
T01029,vendor_age_days,A brand-new supplier,This vendor was registered only 162 days before winning this. Legitimate suppliers build a track record first.,0.2588130235671997,162.0,up
T01029,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.24767881631851196,2.0,up
T01029,amount_vs_cat_median,Expensive for what it is,It cost 3.8x the median price in its category.,0.08745328336954117,3.820223225600741,up
T01029,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.08441605418920517,2.0,up
T01029,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.12 or more. That is a closed group, not a market.",0.01901760883629322,0.125,up
T01031,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.20684269070625305,2.0,up
T01031,g_jaccard_mean,"The same names, tender after tender",These firms turn up on the same tenders far more than rivals should (13% overlap against a normal 8%).,0.0563715323805809,0.1282051282051282,up
T01032,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.12786328792572021,2.0,up
T01033,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.09989213943481445,2.0,up
T01036,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.20523831248283386,2.0,up
T01036,g_cobid_mean_affinity,These firms always bid together,The bidders here meet each other far more often than chance allows (affinity 0.22; honest rivals sit near 0.16).,0.1643359214067459,0.2222222222222222,up
T01036,g_jaccard_mean,"The same names, tender after tender",These firms turn up on the same tenders far more than rivals should (11% overlap against a normal 8%).,0.06434687972068787,0.1111111111111111,up
T01037,buyer_exclusivity,Vendor depends on one buyer,This vendor takes 17% of all its work from this one buyer. A typical vendor gets 10%.,0.07067455351352692,0.16666666666666666,up
T01038,days_to_payment,Paid unusually fast,Paid 20 days after invoice. The company normally takes 34.,0.04994288086891174,20.0,up
T01039,pair_n_tenders,This pair keeps trading,This buyer has awarded this vendor 2 tenders. The usual buyer-vendor pair has done 1.,0.04164577275514603,2.0,up
T01040,vendor_age_days,A brand-new supplier,This vendor was registered only 298 days before winning this. Legitimate suppliers build a track record first.,0.3982336223125458,298.0,up
T01040,days_to_payment,Paid unusually fast,Paid 14 days after invoice. The company normally takes 34.,0.2449076920747757,14.0,up
T01040,days_reg_to_first_award,"Registered, then paid, almost at once",Only 88 days between this vendor appearing in the master file and its first award.,0.0923190638422966,88.0,up
T01040,amount_vs_cat_median,Expensive for what it is,It cost 2.0x the median price in its category.,0.08044297993183136,1.973845179798573,up
T01042,days_to_payment,Paid unusually fast,Paid 19 days after invoice. The company normally takes 34.,0.26011940836906433,19.0,up
T01044,g_jaccard_mean,"The same names, tender after tender",These firms turn up on the same tenders far more than rivals should (22% overlap against a normal 8%).,3.3920798301696777,0.21657211067807736,up
T01044,g_bidders_in_ring,Most of the bidders were in on it,75% of the companies that bid on this tender belong to the same suspected ring.,1.423384428024292,0.75,up
T01044,amount_z_in_category,Priced above its peers,The price sits 1.3 standard deviations above what this category normally costs.,0.7569772005081177,1.324565273879744,up
T01044,amount_vs_cat_median,Expensive for what it is,It cost 5.0x the median price in its category.,0.20889812707901,4.951714540498063,up
T01044,g_cobid_min_affinity,Every pair of bidders is tied to every other,"Not one loose pair — every bidder here co-bids with every other at 0.21 or more. That is a closed group, not a market.",0.18295849859714508,0.21428571428571427,up
T01046,days_to_payment,Paid unusually fast,Paid 14 days after invoice. The company normally takes 34.,0.2449076920747757,14.0,up
T01046,amount_vs_cat_median,Expensive for what it is,It cost 2.2x the median price in its category.,0.1673365980386734,2.174346390346297,up
T01047,days_reg_to_first_award,"Registered, then paid, almost at once",Only -114 days between this vendor appearing in the master file and its first award.,0.5522270202636719,-114.0,up
T01047,amount_z_in_category,Priced above its peers,The price sits 1.6 standard deviations above what this category normally costs.,0.4732474982738495,1.6146363376019528,up
T01047,amount_vs_cat_median,Expensive for what it is,It cost 5.9x the median price in its category.,0.279308021068573,5.86787137769937,up
T01048,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.12786328792572021,2.0,up
T01052,n_bidders,Thin competition,Just 2 companies bid. The usual tender draws 3.,0.2110888659954071,2.0,up
T01053,days_to_payment,Paid unusually fast,Paid 23 days after invoice. The company normally takes 34.,0.10854648053646088,23.0,up
